emp_no,first_name,last_name,to_date,hire_date,from_date,title,present_date,days_of_service
243609,Lunjin,Bratten,9999-01-01,1998-06-22,2002-02-12,Engineer,2021-06-09,8388
243612,Petter,Ushiama,9999-01-01,1997-02-19,1997-05-06,Engineer,2021-06-09,8876
243621,Hailing,Bridgland,9999-01-01,1997-09-04,1997-09-04,Staff,2021-06-09,8679
243625,Luerbio,Dalton,9999-01-01,1998-11-06,1998-11-06,Engineer,2021-06-09,8251
243660,Manu,Poujol,9999-01-01,1996-02-26,1996-02-26,Staff,2021-06-09,9235
243681,Remco,Honglei,9999-01-01,1998-04-25,1998-04-25,Staff,2021-06-09,8446
243702,Munehiro,Luke,9999-01-01,1999-12-24,2000-01-07,Assistant Engineer,2021-06-09,7838
243711,Adil,Karcich,9999-01-01,1996-03-10,1996-03-10,Engineer,2021-06-09,9222
243728,Leah,Barbanera,9999-01-01,1996-09-25,1999-11-16,Senior Staff,2021-06-09,9023
243742,Jongsuk,Zykh,9999-01-01,1997-05-25,2002-03-11,Senior Staff,2021-06-09,8781
243768,Heekeun,Ritzmann,9999-01-01,1997-01-08,1997-01-08,Staff,2021-06-09,8918
243791,Jianhui,Bazelow,9999-01-01,1997-06-15,1997-06-15,Staff,2021-06-09,8760
243807,Valeri,Pargas,9999-01-01,1997-08-18,1997-08-18,Staff,2021-06-09,8696
243809,Kristen,Gruenwald,9999-01-01,1996-04-30,1998-07-13,Staff,2021-06-09,9171
243857,Kazuhira,Leijenhorst,9999-01-01,1998-07-19,1998-07-19,Staff,2021-06-09,8361
243862,Pramod,Ohori,9999-01-01,1996-07-10,1996-07-10,Staff,2021-06-09,9100
243864,Mara,Szmurlo,9999-01-01,1999-02-13,1999-02-13,Engineer,2021-06-09,8152
243870,Arnd,Quittner,9999-01-01,1997-05-07,1997-05-07,Staff,2021-06-09,8799
243872,Qunsheng,Denos,9999-01-01,1996-12-19,1996-12-19,Senior Engineer,2021-06-09,8938
243874,Pranav,Mawatari,9999-01-01,1996-03-03,1996-03-03,Senior Engineer,2021-06-09,9229
243887,Menkae,Simkin,9999-01-01,1997-06-20,1997-06-20,Senior Engineer,2021-06-09,8755
243897,Dmitry,Gelosh,9999-01-01,1996-05-18,1997-09-03,Engineer,2021-06-09,9153
243912,Arno,Zhiwei,9999-01-01,1997-10-04,2000-11-07,Engineer,2021-06-09,8649
243924,Sashi,Provine,9999-01-01,1997-11-24,1998-07-29,Technique Leader,2021-06-09,8598
243939,Nahla,Alblas,9999-01-01,1996-04-30,1997-02-25,Staff,2021-06-09,9171
243951,Ingmar,Heinisuo,9999-01-01,1999-06-07,1999-06-07,Engineer,2021-06-09,8038
243967,Eben,Ballarin,9999-01-01,1997-11-14,1997-11-14,Engineer,2021-06-09,8608
243971,Denny,Zhang,9999-01-01,1998-05-10,1999-09-11,Staff,2021-06-09,8431
243989,Stevo,Randt,9999-01-01,1996-11-22,1997-11-08,Engineer,2021-06-09,8965
243994,Thanasis,Krybus,9999-01-01,1996-12-09,2000-05-05,Staff,2021-06-09,8948
244001,Munehiro,Erva,9999-01-01,1998-09-02,1999-06-20,Staff,2021-06-09,8316
244012,Rosalyn,Dechter,9999-01-01,1996-11-23,1996-11-23,Senior Staff,2021-06-09,8964
244016,Irena,Bennis,9999-01-01,1996-03-02,1996-08-18,Staff,2021-06-09,9230
244039,Zongyan,Adachi,9999-01-01,1996-01-25,1997-01-26,Engineer,2021-06-09,9267
244050,Aria,Nourani,9999-01-01,1996-05-26,1999-02-16,Engineer,2021-06-09,9145
244062,Aron,Perry,9999-01-01,1996-11-05,1999-02-13,Engineer,2021-06-09,8982
244090,Sreekrishna,Bain,9999-01-01,1998-07-28,1999-11-28,Senior Engineer,2021-06-09,8352
244097,Xuejun,Isaac,9999-01-01,1996-08-16,1996-08-16,Senior Engineer,2021-06-09,9063
244126,Brewster,Ducloy,9999-01-01,1997-11-16,1997-11-16,Staff,2021-06-09,8606
244138,Marsja,Kumaresan,9999-01-01,1996-01-03,1996-11-21,Senior Engineer,2021-06-09,9289
244145,Kwangyoen,Talmon,9999-01-01,1998-02-06,1998-02-28,Engineer,2021-06-09,8524
244215,Valdiodio,Krohm,9999-01-01,1997-10-21,1997-11-06,Staff,2021-06-09,8632
244224,Guther,Schaaf,9999-01-01,1997-05-30,1997-05-30,Assistant Engineer,2021-06-09,8776
244231,Ashish,Ranft,9999-01-01,1996-01-12,1996-01-12,Senior Staff,2021-06-09,9280
244236,Reinhard,Weisert,9999-01-01,1998-11-09,1999-03-28,Staff,2021-06-09,8248
244240,Boguslaw,Arlazarov,9999-01-01,1998-04-30,1998-04-30,Engineer,2021-06-09,8441
244243,Freyja,Hashii,9999-01-01,1997-06-11,1997-06-29,Assistant Engineer,2021-06-09,8764
244256,Jouko,Peac,9999-01-01,1998-01-27,2000-01-19,Senior Staff,2021-06-09,8534
244258,Lorien,Greibach,9999-01-01,1996-10-08,1997-07-18,Senior Engineer,2021-06-09,9010
244266,Dung,Bail,9999-01-01,1998-11-14,1998-11-14,Senior Staff,2021-06-09,8243
244267,Shan,Merlo,9999-01-01,1997-01-09,1997-01-09,Staff,2021-06-09,8917
244275,Kwangjo,Henseler,9999-01-01,1999-02-09,1999-02-09,Engineer,2021-06-09,8156
244285,Kyoichi,Leslie,9999-01-01,1996-03-08,1996-05-26,Technique Leader,2021-06-09,9224
244351,Evgueni,Vadhan,9999-01-01,1996-11-20,1997-08-27,Engineer,2021-06-09,8967
244354,Gudjon,Bauknecht,9999-01-01,1996-06-10,1997-08-13,Senior Staff,2021-06-09,9130
244372,Caolyn,Dalphin,9999-01-01,1996-10-14,1997-02-27,Technique Leader,2021-06-09,9004
244374,Valeri,Nooteboom,9999-01-01,1996-04-01,1996-04-01,Engineer,2021-06-09,9200
244386,Uwe,Monarch,9999-01-01,1999-03-20,1999-03-20,Assistant Engineer,2021-06-09,8117
244420,Munehiro,Shiratori,9999-01-01,1998-04-09,1999-10-04,Engineer,2021-06-09,8462
244435,Akemi,Peck,9999-01-01,1996-05-20,1997-12-25,Engineer,2021-06-09,9151
244517,Eberhardt,Decleir,9999-01-01,1998-02-16,1998-02-16,Engineer,2021-06-09,8514
244576,Xinan,Chvatal,9999-01-01,1998-05-28,1999-07-09,Staff,2021-06-09,8413
244593,Theirry,Versino,9999-01-01,1998-03-12,1998-12-03,Engineer,2021-06-09,8490
244598,Shigeichiro,Zeidenstein,9999-01-01,1997-04-18,1999-03-12,Senior Staff,2021-06-09,8818
244632,Rafail,Stamatiou,9999-01-01,1998-04-06,1999-09-08,Staff,2021-06-09,8465
244713,Jouko,Verhaegen,9999-01-01,1996-11-18,1998-06-16,Senior Engineer,2021-06-09,8969
244714,Poorav,Clouatre,9999-01-01,1996-05-06,1996-05-06,Senior Engineer,2021-06-09,9165
244727,Kwangsub,Carrera,9999-01-01,1996-06-22,1996-09-10,Senior Engineer,2021-06-09,9118
244736,Gino,Benzmuller,9999-01-01,1997-06-21,1997-08-16,Engineer,2021-06-09,8754
244738,Odinaldo,Molenkamp,9999-01-01,1997-10-11,1997-10-11,Technique Leader,2021-06-09,8642
244744,Nitsan,Srimani,9999-01-01,1998-10-26,1998-10-26,Staff,2021-06-09,8262
244793,Jamaludin,Restivo,9999-01-01,1996-12-28,1996-12-28,Engineer,2021-06-09,8929
244809,Adil,Tsunoo,9999-01-01,1996-11-28,1998-12-06,Staff,2021-06-09,8959
244827,Ottavia,Riexinger,9999-01-01,1996-03-22,1997-03-06,Engineer,2021-06-09,9210
244868,Evgueni,Lundstrom,9999-01-01,1998-03-20,1998-03-20,Staff,2021-06-09,8482
244894,Mariusz,Potthoff,9999-01-01,1996-03-15,1996-03-15,Engineer,2021-06-09,9217
244925,Toshiki,Naumovich,9999-01-01,1996-01-12,1996-03-10,Senior Engineer,2021-06-09,9280
244928,Arve,Lindenbaum,9999-01-01,1999-08-20,1999-08-20,Engineer,2021-06-09,7964
244955,Willard,Ranst,9999-01-01,1997-04-18,1998-10-03,Staff,2021-06-09,8818
244962,Xiaoheng,Plavsic,9999-01-01,1998-02-07,1998-03-21,Staff,2021-06-09,8523
244970,Tamiya,Conde,9999-01-01,1996-12-17,1996-12-17,Engineer,2021-06-09,8940
244975,Huei,Famili,9999-01-01,1997-02-19,2001-08-30,Engineer,2021-06-09,8876
245018,Mingsen,Lienhardt,9999-01-01,1996-06-27,1996-06-27,Senior Staff,2021-06-09,9113
245023,Mari,Mersereau,9999-01-01,1998-03-24,1999-09-28,Staff,2021-06-09,8478
245029,Gennadi,Slobodova,9999-01-01,1998-11-16,1998-11-16,Senior Staff,2021-06-09,8241
245067,Kasidit,Cooley,9999-01-01,1998-01-31,1999-02-02,Staff,2021-06-09,8530
245075,Qiwen,Casley,9999-01-01,1999-08-30,1999-12-13,Technique Leader,2021-06-09,7954
245084,Rafael,Rahimi,9999-01-01,1997-01-12,1998-11-25,Staff,2021-06-09,8914
245098,Khun,Kuszyk,9999-01-01,1998-07-31,1998-07-31,Staff,2021-06-09,8349
245109,Baocai,Janocha,9999-01-01,1998-03-05,1998-03-05,Senior Engineer,2021-06-09,8497
245113,Goetz,Rosaz,9999-01-01,1998-11-14,1999-01-04,Engineer,2021-06-09,8243
245122,Claudi,Lorcy,9999-01-01,1997-01-25,1999-12-05,Staff,2021-06-09,8901
245129,Seongbin,Henseler,9999-01-01,1997-03-01,1997-03-01,Engineer,2021-06-09,8866
245139,Selwyn,Smailagic,9999-01-01,1997-08-20,1998-10-05,Staff,2021-06-09,8694
245140,Filipe,Stemann,9999-01-01,1996-11-27,1996-11-27,Assistant Engineer,2021-06-09,8960
245141,Khoa,Welham,9999-01-01,1999-05-02,1999-05-02,Staff,2021-06-09,8074
245146,Ronghao,Kuhnemann,9999-01-01,1998-05-26,1998-12-18,Staff,2021-06-09,8415
245153,Boguslaw,Kornatzky,9999-01-01,1998-06-07,1998-06-07,Staff,2021-06-09,8403
245189,Takahira,Smailagic,9999-01-01,1998-07-05,1999-02-23,Staff,2021-06-09,8375
245198,Djenana,Ferriere,9999-01-01,1996-11-08,1997-06-07,Engineer,2021-06-09,8979
245206,Hugh,Back,9999-01-01,1998-04-11,1998-04-11,Engineer,2021-06-09,8460
245221,Eberhardt,Ashish,9999-01-01,1997-01-04,1997-01-04,Senior Engineer,2021-06-09,8922
245230,Aamod,Schueller,9999-01-01,1998-01-03,1998-01-03,Engineer,2021-06-09,8558
245238,Zissis,Anguita,9999-01-01,1996-10-05,1998-06-24,Staff,2021-06-09,9013
245262,Koldo,Kalafatis,9999-01-01,1996-11-07,1998-10-09,Senior Engineer,2021-06-09,8980
245267,Bartek,Flasterstein,9999-01-01,1996-11-06,1996-11-06,Engineer,2021-06-09,8981
245303,Claude,Streng,9999-01-01,1998-06-03,1998-06-03,Engineer,2021-06-09,8407
245305,Guenter,Laventhal,9999-01-01,1996-12-03,1997-12-22,Engineer,2021-06-09,8954
245308,Debatosh,Marquardt,9999-01-01,1996-01-02,1996-01-02,Engineer,2021-06-09,9290
245310,Toshimi,Peir,9999-01-01,1996-09-03,1999-06-24,Staff,2021-06-09,9045
245317,Gonzalo,Gerlach,9999-01-01,1997-10-23,1999-10-01,Engineer,2021-06-09,8630
245347,Alain,Cooman,9999-01-01,1996-02-10,1999-11-22,Engineer,2021-06-09,9251
245351,Huican,Vrecion,9999-01-01,1996-03-11,1996-03-11,Senior Engineer,2021-06-09,9221
245356,Ranan,Varker,9999-01-01,1996-09-15,1996-09-15,Staff,2021-06-09,9033
245370,Kwangsub,Kadhim,9999-01-01,1996-04-30,1999-12-13,Staff,2021-06-09,9171
245378,Hyuncheol,Wrigley,9999-01-01,1996-05-18,1996-05-18,Engineer,2021-06-09,9153
245380,Inderjeet,Norsworthy,9999-01-01,1996-01-09,1998-06-26,Senior Engineer,2021-06-09,9283
245393,Tze,Werthner,9999-01-01,1998-02-28,1998-12-02,Senior Engineer,2021-06-09,8502
245421,Nathalie,Vadhan,9999-01-01,1997-10-22,1997-10-22,Staff,2021-06-09,8631
245437,Arun,Penttonen,9999-01-01,1996-09-12,1999-12-16,Staff,2021-06-09,9036
245438,Yinghua,Gustavson,9999-01-01,1997-05-04,1997-05-04,Assistant Engineer,2021-06-09,8802
245459,Clyde,Gewali,9999-01-01,1998-01-14,1998-01-14,Technique Leader,2021-06-09,8547
245488,Yurij,Vecchi,9999-01-01,1997-08-16,2002-07-17,Staff,2021-06-09,8698
245492,Angus,Schlumberger,9999-01-01,1998-04-01,1999-01-31,Staff,2021-06-09,8470
245510,Jianhao,Hanratty,9999-01-01,1997-05-18,1999-09-11,Staff,2021-06-09,8788
245526,Pranjal,Peltason,9999-01-01,1996-04-30,1996-10-11,Engineer,2021-06-09,9171
245544,Perla,Felcyn,9999-01-01,1998-04-02,1998-04-02,Senior Engineer,2021-06-09,8469
245550,Mang,Pezzoli,9999-01-01,1997-01-13,1997-01-13,Engineer,2021-06-09,8913
245554,Zissis,Peak,9999-01-01,1998-02-27,1998-02-27,Technique Leader,2021-06-09,8503
245587,Yuuichi,Badr,9999-01-01,1996-11-05,1997-07-01,Senior Staff,2021-06-09,8982
245608,Willard,Benantar,9999-01-01,1996-01-24,1999-09-18,Senior Engineer,2021-06-09,9268
245625,Masoud,Makinen,9999-01-01,1996-01-09,1998-10-01,Staff,2021-06-09,9283
245628,Toshiko,Glowinski,9999-01-01,1998-04-16,1999-09-14,Staff,2021-06-09,8455
245637,Roddy,Peron,9999-01-01,1996-12-13,1996-12-13,Staff,2021-06-09,8944
245648,Susanne,Zockler,9999-01-01,1996-04-18,1996-04-18,Senior Engineer,2021-06-09,9183
245673,Goh,McAffer,9999-01-01,1997-11-03,1997-11-03,Engineer,2021-06-09,8619
245681,Peer,Pelc,9999-01-01,1996-11-26,1997-10-14,Senior Engineer,2021-06-09,8961
245693,Moon,Swiler,9999-01-01,1996-01-31,1996-01-31,Staff,2021-06-09,9261
245724,Maik,Leijenhorst,9999-01-01,1997-03-21,1997-03-21,Staff,2021-06-09,8846
245734,Arto,Ramalingam,9999-01-01,1996-01-16,1996-01-16,Senior Engineer,2021-06-09,9276
245763,Akeel,Feldhoffer,9999-01-01,1997-05-31,1997-05-31,Engineer,2021-06-09,8775
245776,Shuji,Fioravanti,9999-01-01,1997-11-29,1999-05-28,Staff,2021-06-09,8593
245804,Basim,Strooper,9999-01-01,1997-02-21,1997-02-21,Engineer,2021-06-09,8874
245809,Arnould,Taneja,9999-01-01,1997-09-30,1997-10-27,Engineer,2021-06-09,8653
245813,King,Zielinski,9999-01-01,1996-09-16,1996-09-16,Staff,2021-06-09,9032
245820,Francoise,Kroll,9999-01-01,1996-08-12,1996-08-12,Senior Engineer,2021-06-09,9067
245821,Georg,Whitcomb,9999-01-01,1996-03-14,1999-09-12,Staff,2021-06-09,9218
245824,Jaideep,Sanella,9999-01-01,1996-12-22,1996-12-22,Senior Engineer,2021-06-09,8935
245828,King,Lalonde,9999-01-01,1997-09-26,1997-09-26,Staff,2021-06-09,8657
245832,Pascal,Lueh,9999-01-01,1998-01-06,1999-05-31,Staff,2021-06-09,8555
245849,Chikako,Schonegge,9999-01-01,1996-01-28,1999-05-22,Staff,2021-06-09,9264
245851,Izaskun,Schlegelmilch,9999-01-01,1996-04-05,1996-04-05,Staff,2021-06-09,9196
245872,Filipe,Brattka,9999-01-01,1996-03-06,2000-02-20,Staff,2021-06-09,9226
245894,Lillian,Stellhorn,9999-01-01,1997-10-27,1998-02-03,Engineer,2021-06-09,8626
245898,Aimee,Haraldson,9999-01-01,1998-07-20,1998-11-08,Senior Engineer,2021-06-09,8360
245901,Beshir,Erie,9999-01-01,1997-04-13,2000-11-17,Engineer,2021-06-09,8823
245909,Pramod,Hmelo,9999-01-01,1996-05-08,1996-05-08,Staff,2021-06-09,9163
245942,Emran,Lorin,9999-01-01,1997-06-25,1999-03-30,Senior Staff,2021-06-09,8750
245947,Tsuneo,Bultermann,9999-01-01,1997-06-19,2000-01-20,Staff,2021-06-09,8756
245983,Arch,Straney,9999-01-01,1996-02-27,1996-02-27,Senior Staff,2021-06-09,9234
246006,Sachin,Miara,9999-01-01,1996-01-12,1996-01-12,Senior Staff,2021-06-09,9280
246024,Mooi,Biron,9999-01-01,1998-05-28,1999-12-12,Staff,2021-06-09,8413
246026,Toong,Rosay,9999-01-01,1998-06-17,1998-11-11,Assistant Engineer,2021-06-09,8393
246087,Lidong,Roison,9999-01-01,1997-06-06,1997-06-06,Engineer,2021-06-09,8769
246107,Ulf,Skogmar,9999-01-01,1996-01-17,1996-01-17,Staff,2021-06-09,9275
246122,Zhenbing,Figueira,9999-01-01,1996-07-24,1996-07-24,Engineer,2021-06-09,9086
246147,Stella,Iivonen,9999-01-01,1997-06-03,1997-06-03,Engineer,2021-06-09,8772
246174,Vidar,Meszaros,9999-01-01,1996-07-02,1997-05-22,Senior Engineer,2021-06-09,9108
246175,Tze,Smeets,9999-01-01,1999-06-21,1999-12-19,Senior Staff,2021-06-09,8024
246180,Aran,Mapelli,9999-01-01,1996-04-03,2000-03-16,Staff,2021-06-09,9198
246183,Larisa,Sury,9999-01-01,1996-07-08,1996-07-08,Staff,2021-06-09,9102
246214,Hilary,Terkki,9999-01-01,1996-08-04,1997-05-22,Engineer,2021-06-09,9075
246218,Leucio,Reeker,9999-01-01,1998-11-28,2001-04-15,Senior Engineer,2021-06-09,8229
246229,Tru,Rosch,9999-01-01,1996-08-14,1998-03-02,Staff,2021-06-09,9065
246235,Reuven,Lindqvist,9999-01-01,1999-07-28,1999-11-01,Senior Staff,2021-06-09,7987
246238,Howell,Taubenfeld,9999-01-01,1997-10-18,1997-12-27,Senior Engineer,2021-06-09,8635
246244,George,Casperson,9999-01-01,1998-06-15,2000-01-20,Staff,2021-06-09,8395
246274,Gill,Katiyar,9999-01-01,1996-09-06,1996-09-06,Staff,2021-06-09,9042
246305,Kazuhisa,Vigier,9999-01-01,1997-04-14,1997-07-01,Engineer,2021-06-09,8822
246313,Shin,Terwilliger,9999-01-01,1997-05-16,2000-04-29,Senior Engineer,2021-06-09,8790
246315,Limsoon,Papsdorf,9999-01-01,1996-08-13,1996-08-13,Senior Engineer,2021-06-09,9066
246325,JoAnna,Ciolek,9999-01-01,1996-07-09,1996-07-09,Senior Engineer,2021-06-09,9101
246370,Paraskevi,Nooteboom,9999-01-01,1996-02-09,1997-09-15,Staff,2021-06-09,9252
246374,Christ,Monkewich,9999-01-01,1997-12-10,1997-12-10,Senior Staff,2021-06-09,8582
246410,Filipp,Comyn,9999-01-01,1998-04-27,1999-07-31,Staff,2021-06-09,8444
246412,Subhada,Zwicker,9999-01-01,1996-07-01,1997-03-25,Engineer,2021-06-09,9109
246414,Shao,Kandlur,9999-01-01,1996-11-14,1996-11-14,Staff,2021-06-09,8973
246426,Khalid,Einsfeld,9999-01-01,1996-12-14,2001-02-04,Senior Engineer,2021-06-09,8943
246441,Weiwu,Morrin,9999-01-01,1998-07-26,1998-12-27,Staff,2021-06-09,8354
246442,Saddek,Guenter,9999-01-01,1997-07-17,1997-10-01,Engineer,2021-06-09,8728
246455,Christ,Lindenbaum,9999-01-01,1998-01-14,1998-10-29,Technique Leader,2021-06-09,8547
246459,Kiyotoshi,Shokrollahi,9999-01-01,1996-09-22,1996-09-22,Staff,2021-06-09,9026
246536,Zorica,Morrey,9999-01-01,1998-06-21,1998-06-21,Staff,2021-06-09,8389
246548,Christ,Tsukune,9999-01-01,1996-11-13,1996-11-13,Senior Engineer,2021-06-09,8974
246589,Murthy,Duclos,9999-01-01,1999-12-26,2000-01-09,Staff,2021-06-09,7836
246597,Kristen,Ducloy,9999-01-01,1996-01-09,1996-01-09,Engineer,2021-06-09,9283
246614,Paraskevi,Savasere,9999-01-01,1998-01-17,1999-03-20,Technique Leader,2021-06-09,8544
246616,Freyja,Kawashima,9999-01-01,1997-10-23,1997-10-23,Senior Engineer,2021-06-09,8630
246644,Poorav,Henders,9999-01-01,1997-08-15,1997-08-15,Engineer,2021-06-09,8699
246650,Adamantios,Danecki,9999-01-01,1998-10-16,1998-10-16,Staff,2021-06-09,8272
246662,Eirik,Rattan,9999-01-01,1997-04-01,1997-04-01,Staff,2021-06-09,8835
246665,Satosi,Lunn,9999-01-01,1998-02-19,1998-06-18,Staff,2021-06-09,8511
246676,Marie,Kragelund,9999-01-01,1996-06-25,1997-12-14,Technique Leader,2021-06-09,9115
246681,Behnaam,Cromarty,9999-01-01,1996-01-05,1997-09-22,Technique Leader,2021-06-09,9287
246740,Kersti,Einsfeld,9999-01-01,1999-01-09,1999-12-09,Staff,2021-06-09,8187
246744,Katsuo,Georg,9999-01-01,1996-11-13,1998-10-01,Assistant Engineer,2021-06-09,8974
246745,Suebskul,Rosiles,9999-01-01,1996-09-15,1999-01-14,Senior Staff,2021-06-09,9033
246761,Lech,Desikan,9999-01-01,1998-05-13,1998-05-13,Staff,2021-06-09,8428
246790,Yucel,Bernini,9999-01-01,1997-12-09,1998-01-05,Staff,2021-06-09,8583
246808,Dmitri,Boissier,9999-01-01,1997-02-14,2001-03-29,Staff,2021-06-09,8881
246810,Abdulla,Casley,9999-01-01,1996-02-27,1996-02-27,Senior Engineer,2021-06-09,9234
246827,Felicidad,Butterworth,9999-01-01,1999-05-06,2001-11-25,Staff,2021-06-09,8070
246830,Hugh,Ginneken,9999-01-01,1998-05-23,1998-12-07,Engineer,2021-06-09,8418
246846,Isaac,Panangaden,9999-01-01,1998-05-24,1999-12-03,Engineer,2021-06-09,8417
246868,Tooru,Kandlur,9999-01-01,1997-01-11,1997-07-13,Staff,2021-06-09,8915
246869,Dipayan,Yavatkar,9999-01-01,1998-09-04,1998-09-04,Engineer,2021-06-09,8314
246872,Shietung,Borstler,9999-01-01,1997-05-14,1997-05-14,Staff,2021-06-09,8792
246884,Bedir,Stifter,9999-01-01,1997-01-22,1997-01-22,Staff,2021-06-09,8904
246896,Francoise,Baik,9999-01-01,1996-07-24,1999-10-15,Engineer,2021-06-09,9086
246916,Flemming,Varley,9999-01-01,1996-08-14,1998-05-01,Engineer,2021-06-09,9065
246925,Owen,Ruemmler,9999-01-01,1997-09-29,1998-04-04,Senior Staff,2021-06-09,8654
246933,Abdulla,Zongker,9999-01-01,1996-05-21,1998-02-12,Technique Leader,2021-06-09,9150
246944,Lene,Harllee,9999-01-01,1996-02-03,1996-02-03,Senior Staff,2021-06-09,9258
246961,Rajmohan,Valtorta,9999-01-01,1997-05-09,1998-07-03,Staff,2021-06-09,8797
246965,Kayoko,Schwaller,9999-01-01,1998-08-23,1998-08-23,Senior Engineer,2021-06-09,8326
246986,Luisa,Mawatari,9999-01-01,1996-01-22,1997-12-10,Engineer,2021-06-09,9270
246987,Khue,Nishimukai,9999-01-01,1996-10-10,1998-11-06,Staff,2021-06-09,9008
247031,Tristan,Murillo,9999-01-01,1997-01-10,2000-02-21,Staff,2021-06-09,8916
247043,Fai,Bauknecht,9999-01-01,1998-02-17,1999-02-17,Engineer,2021-06-09,8513
247092,Mingsen,Muntz,9999-01-01,1996-07-29,1999-07-18,Staff,2021-06-09,9081
247098,Xiong,Aumann,9999-01-01,1999-10-19,1999-10-25,Engineer,2021-06-09,7904
247102,Jianhao,Engelmann,9999-01-01,1997-07-17,1999-02-14,Engineer,2021-06-09,8728
247120,Kwangyoen,Madeira,9999-01-01,1996-01-05,1998-08-12,Engineer,2021-06-09,9287
247180,Khoa,Ratnaker,9999-01-01,1997-03-25,1997-08-17,Engineer,2021-06-09,8842
247182,Subhada,Baranowski,9999-01-01,1998-12-18,1999-12-22,Engineer,2021-06-09,8209
247196,Tuval,Luft,9999-01-01,1996-11-10,1997-11-02,Senior Staff,2021-06-09,8977
247251,Neelam,Frolund,9999-01-01,1997-03-04,1997-12-10,Engineer,2021-06-09,8863
247278,Huai,Hettesheimer,9999-01-01,1997-04-28,1997-06-25,Staff,2021-06-09,8808
247300,Chuanyi,Murillo,9999-01-01,1996-05-27,1997-12-31,Technique Leader,2021-06-09,9144
247348,Bangqing,Lanzelotte,9999-01-01,1999-01-30,1999-01-30,Staff,2021-06-09,8166
247357,Geoffry,Badache,9999-01-01,1996-01-16,1998-05-18,Engineer,2021-06-09,9276
247373,Hailing,Yavatkar,9999-01-01,1996-12-23,1999-09-13,Senior Engineer,2021-06-09,8934
247394,Leen,Kolinko,9999-01-01,1997-08-03,1998-02-13,Engineer,2021-06-09,8711
247396,Wonhee,Perly,9999-01-01,1997-04-24,1997-04-24,Engineer,2021-06-09,8812
247415,Fay,Basagni,9999-01-01,1998-07-23,1998-07-23,Technique Leader,2021-06-09,8357
247425,Chinhyun,Makinen,9999-01-01,1996-03-08,1998-04-25,Staff,2021-06-09,9224
247429,Lorien,Shrader,9999-01-01,1996-06-01,1999-03-30,Engineer,2021-06-09,9139
247433,Shigeo,Jansch,9999-01-01,1998-02-09,1998-02-09,Senior Engineer,2021-06-09,8521
247440,Giri,Bierman,9999-01-01,1997-09-15,1999-01-16,Senior Engineer,2021-06-09,8668
247441,Renee,Christianini,9999-01-01,1997-08-22,1997-08-22,Senior Staff,2021-06-09,8692
247445,Bingning,Rijckaert,9999-01-01,1998-11-27,1998-12-16,Staff,2021-06-09,8230
247539,Mona,Famili,9999-01-01,1997-12-10,1998-10-07,Engineer,2021-06-09,8582
247549,Zvonko,Zuberek,9999-01-01,1996-06-13,2000-06-10,Senior Engineer,2021-06-09,9127
247554,Isamu,Jumpertz,9999-01-01,1996-05-21,1996-07-02,Staff,2021-06-09,9150
247568,Hideo,Kadhim,9999-01-01,1996-01-21,1999-02-24,Senior Engineer,2021-06-09,9271
247573,Indrajit,Puoti,9999-01-01,1999-07-05,1999-07-09,Assistant Engineer,2021-06-09,8010
247579,Nechama,Rossi,9999-01-01,1997-06-03,1997-06-03,Engineer,2021-06-09,8772
247598,Shigeu,Xiaoshan,9999-01-01,1998-08-26,1999-01-18,Senior Staff,2021-06-09,8323
247604,Jouko,Himler,9999-01-01,1997-01-11,1997-01-11,Staff,2021-06-09,8915
247614,Teruyuki,Gronowski,9999-01-01,1998-02-18,1998-02-18,Staff,2021-06-09,8512
247636,Jaques,Picel,9999-01-01,1997-03-04,1997-08-04,Staff,2021-06-09,8863
247658,Sushant,Honglei,9999-01-01,1998-07-23,1998-07-23,Staff,2021-06-09,8357
247662,Shigenori,Ulupinar,9999-01-01,1997-07-18,1998-08-30,Staff,2021-06-09,8727
247683,Georg,Nastansky,9999-01-01,1997-07-01,1999-11-14,Staff,2021-06-09,8744
247705,Jasminko,Slaats,9999-01-01,1996-09-27,1996-09-27,Engineer,2021-06-09,9021
247709,Kristinn,Demir,9999-01-01,1996-05-02,1996-05-02,Senior Engineer,2021-06-09,9169
247746,Frederique,Lagarias,9999-01-01,1999-12-10,1999-12-12,Senior Staff,2021-06-09,7852
247755,Giap,Kadhim,9999-01-01,1998-06-20,1999-01-25,Staff,2021-06-09,8390
247758,Theron,Sidhu,9999-01-01,1996-01-30,1996-01-30,Engineer,2021-06-09,9262
247776,Weiye,Monkewich,9999-01-01,1996-02-28,1996-02-28,Senior Engineer,2021-06-09,9233
247792,Martial,Iivonen,9999-01-01,1997-04-09,1999-01-02,Engineer,2021-06-09,8827
247832,Siddarth,Linnainmaa,9999-01-01,1996-09-16,1996-09-16,Senior Staff,2021-06-09,9032
247844,Bodh,Matzat,9999-01-01,1996-11-22,1996-11-22,Engineer,2021-06-09,8965
247870,Suvo,Axelband,9999-01-01,1999-01-23,1999-01-23,Technique Leader,2021-06-09,8173
247885,Guenter,Androutsos,9999-01-01,1997-05-06,1999-06-19,Senior Staff,2021-06-09,8800
247904,Ipke,Cannard,9999-01-01,1996-11-14,1998-11-05,Technique Leader,2021-06-09,8973
247921,Gao,Marakhovsky,9999-01-01,1996-08-02,1996-08-02,Engineer,2021-06-09,9077
